image_name,predict_score,mos
./Datasets/HRIQ/512x384/1.jpg,0.4685322642326355,0.2
./Datasets/HRIQ/512x384/2.jpg,0.5136383771896362,0.12
./Datasets/HRIQ/512x384/3.jpg,0.550537645816803,0.43000000000000005
./Datasets/HRIQ/512x384/4.jpg,0.7356041669845581,0.8333333332499999
./Datasets/HRIQ/512x384/5.jpg,0.6678480505943298,0.68
./Datasets/HRIQ/512x384/6.jpg,0.66507887840271,0.7916666667500001
./Datasets/HRIQ/512x384/7.jpg,0.7057874202728271,0.47
./Datasets/HRIQ/512x384/8.jpg,0.723857581615448,0.79
./Datasets/HRIQ/512x384/9.jpg,0.05260450392961502,0.010000000000000009
./Datasets/HRIQ/512x384/10.jpg,0.5246375799179077,0.49
./Datasets/HRIQ/512x384/11.jpg,0.6306620836257935,0.19
./Datasets/HRIQ/512x384/12.jpg,0.6505483388900757,0.7708333332499999
./Datasets/HRIQ/512x384/13.jpg,0.676505982875824,0.69
./Datasets/HRIQ/512x384/14.jpg,0.6300817131996155,0.31000000000000005
./Datasets/HRIQ/512x384/15.jpg,0.5893394351005554,0.69791666675
./Datasets/HRIQ/512x384/16.jpg,0.5641888976097107,0.09999999999999998
./Datasets/HRIQ/512x384/17.jpg,0.664910614490509,0.45999999999999996
./Datasets/HRIQ/512x384/18.jpg,0.6493544578552246,0.68
./Datasets/HRIQ/512x384/19.jpg,0.6721811890602112,0.55
./Datasets/HRIQ/512x384/20.jpg,0.6705427765846252,0.8020833332499999
./Datasets/HRIQ/512x384/21.jpg,0.6414074897766113,0.8899999999999999
./Datasets/HRIQ/512x384/22.jpg,0.6162252426147461,0.64583333325
./Datasets/HRIQ/512x384/23.jpg,0.6889708638191223,0.67
./Datasets/HRIQ/512x384/24.jpg,0.6307138800621033,0.49
./Datasets/HRIQ/512x384/25.jpg,0.699245274066925,0.8400000000000001
./Datasets/HRIQ/512x384/26.jpg,0.7053571343421936,0.78
./Datasets/HRIQ/512x384/27.jpg,0.6821600198745728,0.75
./Datasets/HRIQ/512x384/28.jpg,0.6630169153213501,0.59
./Datasets/HRIQ/512x384/29.jpg,0.6748113632202148,0.72916666675
./Datasets/HRIQ/512x384/30.jpg,0.6989657282829285,0.69
./Datasets/HRIQ/512x384/31.jpg,0.6241973638534546,0.63541666675
./Datasets/HRIQ/512x384/32.jpg,0.633478581905365,0.52
./Datasets/HRIQ/512x384/33.jpg,0.6785475015640259,0.53
./Datasets/HRIQ/512x384/34.jpg,0.6024476885795593,0.62
./Datasets/HRIQ/512x384/35.jpg,0.4975658655166626,0.43000000000000005
./Datasets/HRIQ/512x384/36.jpg,0.6879939436912537,0.8
./Datasets/HRIQ/512x384/37.jpg,0.6925657987594604,0.8300000000000001
./Datasets/HRIQ/512x384/38.jpg,0.6660641431808472,0.8200000000000001
./Datasets/HRIQ/512x384/39.jpg,0.5939878225326538,0.64
./Datasets/HRIQ/512x384/40.jpg,0.6495398283004761,0.67
./Datasets/HRIQ/512x384/41.jpg,0.6486687660217285,0.7
./Datasets/HRIQ/512x384/42.jpg,0.6167300343513489,0.54
./Datasets/HRIQ/512x384/43.jpg,0.6069083213806152,0.39
./Datasets/HRIQ/512x384/44.jpg,0.5504607558250427,0.29000000000000004
./Datasets/HRIQ/512x384/45.jpg,0.6331202983856201,0.71875
./Datasets/HRIQ/512x384/46.jpg,0.5362209677696228,0.5
./Datasets/HRIQ/512x384/47.jpg,0.6721165180206299,0.64
./Datasets/HRIQ/512x384/48.jpg,0.4518108665943146,0.07
./Datasets/HRIQ/512x384/49.jpg,0.6699961423873901,0.54
./Datasets/HRIQ/512x384/50.jpg,0.7061368823051453,0.70833333325
./Datasets/HRIQ/512x384/51.jpg,0.46842044591903687,0.31999999999999995
./Datasets/HRIQ/512x384/52.jpg,0.6435614824295044,0.71
./Datasets/HRIQ/512x384/53.jpg,0.6866062879562378,0.8958333332499999
./Datasets/HRIQ/512x384/54.jpg,0.6378695368766785,0.42000000000000004
./Datasets/HRIQ/512x384/55.jpg,0.3775809705257416,0.375
./Datasets/HRIQ/512x384/56.jpg,0.6265010833740234,0.35
./Datasets/HRIQ/512x384/57.jpg,0.6409063339233398,0.44999999999999996
./Datasets/HRIQ/512x384/58.jpg,0.5670482516288757,0.625
./Datasets/HRIQ/512x384/59.jpg,0.6721605658531189,0.71
./Datasets/HRIQ/512x384/60.jpg,0.6809802651405334,0.5
./Datasets/HRIQ/512x384/61.jpg,0.6296906471252441,0.69791666675
./Datasets/HRIQ/512x384/62.jpg,0.5322422981262207,0.62
./Datasets/HRIQ/512x384/63.jpg,0.568504273891449,0.53
./Datasets/HRIQ/512x384/64.jpg,0.7337331175804138,0.63
./Datasets/HRIQ/512x384/65.jpg,0.6417665481567383,0.64583333325
./Datasets/HRIQ/512x384/66.jpg,0.6009109020233154,0.25
./Datasets/HRIQ/512x384/67.jpg,0.6198717355728149,0.53
./Datasets/HRIQ/512x384/68.jpg,0.7166749835014343,0.8500000000000001
./Datasets/HRIQ/512x384/69.jpg,0.40493065118789673,0.21875
./Datasets/HRIQ/512x384/70.jpg,0.5284034609794617,0.31999999999999995
./Datasets/HRIQ/512x384/71.jpg,0.15402646362781525,0.04999999999999999
./Datasets/HRIQ/512x384/72.jpg,0.6362621188163757,0.73
./Datasets/HRIQ/512x384/73.jpg,0.6919641494750977,0.8700000000000001
./Datasets/HRIQ/512x384/74.jpg,0.4870988428592682,0.21000000000000002
./Datasets/HRIQ/512x384/75.jpg,0.47309455275535583,0.18
./Datasets/HRIQ/512x384/76.jpg,0.5380111932754517,0.49
./Datasets/HRIQ/512x384/77.jpg,0.6435897946357727,0.8600000000000001
./Datasets/HRIQ/512x384/78.jpg,0.5519277453422546,0.43999999999999995
./Datasets/HRIQ/512x384/79.jpg,0.7344908118247986,0.76
./Datasets/HRIQ/512x384/80.jpg,0.6091378331184387,0.35416666674999997
./Datasets/HRIQ/512x384/81.jpg,0.7142083048820496,0.9099999999999999
./Datasets/HRIQ/512x384/82.jpg,0.7393918037414551,0.8799999999999999
./Datasets/HRIQ/512x384/83.jpg,0.6372655630111694,0.62
./Datasets/HRIQ/512x384/84.jpg,0.663064181804657,0.6
./Datasets/HRIQ/512x384/85.jpg,0.4864443242549896,0.40625
./Datasets/HRIQ/512x384/86.jpg,0.6174081563949585,0.5
./Datasets/HRIQ/512x384/87.jpg,0.43854886293411255,0.07
./Datasets/HRIQ/512x384/88.jpg,0.6075786352157593,0.52
./Datasets/HRIQ/512x384/89.jpg,0.7148249745368958,0.8300000000000001
./Datasets/HRIQ/512x384/90.jpg,0.617536187171936,0.23958333324999997
./Datasets/HRIQ/512x384/91.jpg,0.4192560613155365,0.20833333324999997
./Datasets/HRIQ/512x384/92.jpg,0.35092970728874207,0.19
./Datasets/HRIQ/512x384/93.jpg,0.5467267632484436,0.39
./Datasets/HRIQ/512x384/94.jpg,0.502409815788269,0.41000000000000003
./Datasets/HRIQ/512x384/95.jpg,0.6024534106254578,0.69
./Datasets/HRIQ/512x384/96.jpg,0.6374680399894714,0.63
./Datasets/HRIQ/512x384/97.jpg,0.6720784306526184,0.8899999999999999
./Datasets/HRIQ/512x384/98.jpg,0.6040393710136414,0.52
./Datasets/HRIQ/512x384/99.jpg,0.4249606728553772,0.16999999999999998
./Datasets/HRIQ/512x384/100.jpg,0.4798513650894165,0.10999999999999999
./Datasets/HRIQ/512x384/101.jpg,0.45987653732299805,0.28
./Datasets/HRIQ/512x384/102.jpg,0.5848228931427002,0.62
./Datasets/HRIQ/512x384/103.jpg,0.6535089612007141,0.53
./Datasets/HRIQ/512x384/104.jpg,0.13849924504756927,0.010000000000000009
./Datasets/HRIQ/512x384/105.jpg,0.5533497929573059,0.24
./Datasets/HRIQ/512x384/106.jpg,0.597597599029541,0.57
./Datasets/HRIQ/512x384/107.jpg,0.6626708507537842,0.64
./Datasets/HRIQ/512x384/108.jpg,0.41315758228302,0.09000000000000002
./Datasets/HRIQ/512x384/109.jpg,0.6387860178947449,0.5
./Datasets/HRIQ/512x384/110.jpg,0.6949678659439087,0.8
./Datasets/HRIQ/512x384/111.jpg,0.5848955512046814,0.65
./Datasets/HRIQ/512x384/112.jpg,0.7276370525360107,0.81
./Datasets/HRIQ/512x384/113.jpg,0.5912772417068481,0.48
./Datasets/HRIQ/512x384/114.jpg,0.6147381663322449,0.4
./Datasets/HRIQ/512x384/115.jpg,0.6081844568252563,0.54166666675
./Datasets/HRIQ/512x384/116.jpg,0.4392296373844147,0.29000000000000004
./Datasets/HRIQ/512x384/117.jpg,0.5395761728286743,0.5
./Datasets/HRIQ/512x384/118.jpg,0.6081537008285522,0.48
./Datasets/HRIQ/512x384/119.jpg,0.5847534537315369,0.15999999999999998
./Datasets/HRIQ/512x384/120.jpg,0.6103206872940063,0.36
./Datasets/HRIQ/512x384/121.jpg,0.3287797272205353,0.13
./Datasets/HRIQ/512x384/122.jpg,0.5020637512207031,0.55
./Datasets/HRIQ/512x384/123.jpg,0.566921055316925,0.49
./Datasets/HRIQ/512x384/124.jpg,0.5603085160255432,0.18
./Datasets/HRIQ/512x384/125.jpg,0.6095337867736816,0.8125
./Datasets/HRIQ/512x384/126.jpg,0.548635721206665,0.39
./Datasets/HRIQ/512x384/127.jpg,0.5842381119728088,0.33999999999999997
./Datasets/HRIQ/512x384/128.jpg,0.653410792350769,0.72
